id,token,pair,ath,timestamp,isRug,isHoneyPot,sell_tax,buy_tax,lp_pool,fdv,pooled_weth,gas,volume_1,volume_2,volume_3,volume_4,volume_5,volume_6,volume_7,volume_8,volume_9,volume_10,volume_11,volume_12,volume_13,volume_14,volume_15,volume_1_5,volume_1_10,volume_1_15,volume_1_30,volume_1_60,to_peak_5,to_peak_10,to_peak_15
497,0x554a164a580ca4f6d2d5fe143354e48dfd8db344,0xe3c9cb3943a4bbaf634c027ccf8199a37417b740,891,1654336862,1,1,0,0,1.02E-13,3591,2.06,,106,488,1035,873,0,386,355,203,124,88,194,177,531,0,177,2502,3658,4737,6699,0,293,242,153
498,0xe8c4a6b7d34b99368e6cfbeb26797826e59c5317,0x7cdac870b66f49a4e538caf6d664587c53bcdeef,225,1654336082,0,0,0,0,9.654334996,5821,2.55,,982,914,203,581,88,0,531,265,354,372,0,0,0,971,182,2768,4290,5443,7031,0,13,0,38
499,0xf825b2c5a65caa866cee5d7103c5472e806c7bd1,0xc54b86f68619c9a94e4f33b7712b85692e373b03,176,1654334641,0,0,0,0,93000.01055,10324,4.8,,1418,709,354,1227,762,1291,266,88,17,0,177,0,0,0,283,4470,6132,6592,0,0,42,9,3
500,0xbe12af9c2c99d87b46cccdd37d87f8875866ff97,0x213902de6a6d6353944cbc21a95ea8acf1a38a08,15,1654331761,1,0,0,0,0.00150381,2722,1.52,,30,0,101,0,0,0,0,177,0,0,0,0,0,172,0,131,308,480,0,0,15,10,15
501,0xf139ed81f56c54fe6abfe51a89640b09676b1770,0xa7b1c188efed35c4586a0da07f2d8b2de9dd7a53,197,1654328945,1,1,0,0,1.62E-14,2776,1.57,,27,104,191,196,71,70,1055,133,0,230,0,273,0,0,0,589,0,0,0,0,108,0,0
502,0x8b1dd93be02f8eb9c86ea23f140b3e327e76b12a,0x33849fcb4ba05abff745bdaf512ad4179c40d692,252,1654326903,1,0,0,0,3.02E-06,5429,3.05,,105,530,21,327,822,247,652,551,0,0,0,88,35,0,176,1805,3255,3554,4724,0,123,66,51
503,0xcc9e714c400bf78fb65bb57ebaba46aa41807493,0xe0ec70eda30a6c79c1a6848919ecd618856b6966,322,1654325581,0,0,0,0,1E+11,6003,3.2,,349,571,586,247,943,283,891,425,760,1083,0,677,625,530,442,2696,6138,8412,0,0,96,28,5
504,0xc02d52dd7d456ede7f85f897329693c1c8036fcc,0x1dc14a572abf8d7c6b27780a57ab5105834566be,124,1654324620,1,1,0,0,0,6079779,1.38,,1471,0,0,0,0,0,0,0,0,0,0,0,0,651,0,1471,1471,2122,2253,0,124,124,124
505,0xec85c696e044aa811e15550e586393fb21f29937,0x47e9d9c57faf369464f3684254ae031ad1662db1,133,1654323424,1,1,0,0,1.44E-12,3612,2.04,,70,0,0,70,357,215,0,265,106,17,0,141,53,0,0,497,1100,1294,0,0,90,39,42
506,0xcdc5e6d2ee86a0bed3065ca313a4ed7c62e0ba57,0xbd2573fc16181d4e5983b24add491b72e07274c2,129,1654320185,1,1,0,0,1.64E-14,2678,1.52,,26,105,36,158,0,35,528,121,0,0,0,597,0,0,0,325,0,0,0,0,86,36,0
507,0x3e78637bf49549cf227aec85d45cd68ac5458589,0x36550f4d078b2b35552e7501eb02ba7021a11839,280,1654317961,1,0,0,0,9.66E-08,5703,3.1,,353,749,692,1004,264,1177,229,969,1150,971,264,0,0,0,0,3062,0,0,0,0,62,9,0
508,0x365aeed9457618ad3290eaed0cae04696be3f6d5,0x2df626d7afe7a03c34d7dcc702435fb0ab230178,46,1654317304,1,1,0,0,1.00E-18,3530,2,,528,96,0,0,176,0,0,52,0,0,176,0,0,0,0,800,0,0,0,0,12,21,0
509,0x1a1aadd2220ef3089b247f52d6c55c973e08a7b2,0x6abcac59d30f8ad687898576309d1c27a9f8b5fc,0,1654316760,1,1,0,0,1.00E-18,1259,0.7,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0x41e5ff9e0bade7781067d1c4120ee6349f965b3c,0x5f52365747879dcfd6cb6b79244ff8b25ae4a222,0,1654316340,1,1,0,0,1.00E-18,3441,2.09,,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,0xef119b3f8c06e1a7ba408a919f86d551fd284ca8,0xdef9263d529678e600105395091078b17706ee06,16,1654315500,1,1,0,0,6.39E-11,4210,2.1,,441,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,0xb3f000d3050933ffc1a1007fac9e88f189b7518d,0x18ce1dbaed4409687b0ea21440e8d1024a1ecaf8,142,1654315382,1,1,0,0,3.30E-17,2085,1.12,,77,129,451,437,0,0,480,112,0,0,184,0,0,0,0,1094,1686,1870,0,0,0,0,18
513,0x29f28567c7622328f3ace673f47bfb834cdbf79e,0x7363adfa23f9a7084aef2505cfb44a98b159a3a6,268,1654315263,1,0,0,0,1.45E-06,5671,3.1,,491,501,473,350,311,1010,350,708,395,175,1805,0,0,0,0,2126,0,0,0,0,101,30,0
514,0x682f818f538e5ae1ef30e63b2387306cea4f52c1,0x60d8f7c829a89e4d105e8be03a2768514cf1dd3b,159,1654315200,0,0,0,0,0.930331481,1754,0.9,,84,287,79,395,42,174,0,0,0,0,0,0,463,0,180,887,1061,1704,1873,0,6,0,50
515,0xf671bec60bd93b74c337b2bd404b79e60d5122e5,0x266a84f77c0c07efbc11910309b2b7a3cafd6b09,22,1654315024,1,1,0,0,1.33E-12,5446,3.1,,175,87,0,175,315,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0
516,0xce1dfb504d2ff1646a2c4251666f120f352645a2,0xfb9a0e1b1d06018fc0c4516cee5b7330c0d9edde,18,1654314721,1,1,0,0,2.89E-16,18547,4.13,,227,122,87,175,175,87,109,0,0,80,0,0,0,0,0,786,0,0,0,0,3,4,0
517,0x06c9d9466b76e4239314f24be91009533d259da1,0xd8d83bea74a3c050d4e06612f7a68f774ca91910,55,1654314542,1,1,0,0,1.00E-18,3372,1.9,,350,0,1405,0,175,0,52,0,210,0,0,0,0,0,0,1930,0,0,0,0,13,0,0
518,0x65569ca94cdf4faee47a5d600cfd20a5d44fff71,0x27c87681d49c6d2bbc56c9c889bbcea4f2077df5,0,1654313282,1,1,0,0,0,1789711,1.5,,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,0x94437f7e862643d8987fa2df05d57815a3bd1ef4,0x58c3b269edf08a0cb28a0425bcfdad5de0a80267,18,1654312501,1,0,0,0,1.00E-05,1791,1.02,,35,0,0,0,0,0,0,0,89,0,0,0,105,0,0,35,124,229,0,0,18,18,18
520,0xbfd5f78e4b0e778af7bc14d5c54d83a8e00ee36d,0x4de126b2ccf06c1e8a7c523f559f9db1336349aa,3359,1654312200,0,0,0,0,12.41197866,9765,5.21,,1047,471,3761,3582,4597,5332,3205,2394,9396,6722,493,1234,0,2447,2562,13458,40507,47243,62968,0,472,300,332
521,0x3878733885264d89fce8b31ed4708629a684fc85,0xa74e43dc419c213b67f34a1b2014c9ec4a9dfa0f,619,1654311605,1,0,0,0,0.01553692,32617,18.34,,1937,1686,7047,6961,3375,7501,15489,23524,0,4277,1138,6581,11240,6238,3984,21006,71797,100978,151720,0,195,19,30
522,0x2b9a78fdfa2bfde9fcfb0c9919a073cd4c6375b7,0x935c2522450e666e2a56a0ee4978166b1bcdb9e1,56,1654310885,0,0,0,0,2.371870486,3642,2.01,,54,326,138,48,0,35,35,0,70,0,52,144,0,0,0,566,706,902,902,0,17,13,10
523,0x2c3d1a1eb181a97707f4ee26116f25ee381917de,0x369c994e40658a7f830becd69b32f4a454c85c75,860,1654309865,0,0,0,0,2.69466179,3933,2.02,,380,1163,281,1178,779,1271,2154,87,52,1465,520,219,0,939,396,3781,8810,10884,15746,0,137,21,39
524,0x36de008f07f5dfad8f2385e96a886d38c540107b,0x7f80f06ea31fe2c81f50de7683de071b750d57f0,378,1654308303,0,0,0,0,3.057787219,9775,1.53,,150,129,2056,281,176,281,1571,254,299,0,211,0,0,704,0,2792,0,0,0,0,19,57,0
525,0xc02d52dd7d456ede7f85f897329693c1c8036fcc,0x4fbba767d6e46141df6e030dde3b649e814fa49f,199,1654306744,1,1,0,0,0,5824288,0.44,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,159,0,199,199,199
526,0x649b6bc733ef35c5d967b3b96c5700c33bbd68ab,0xc520eafc490e535151db8ce34102e34900681eba,0,1654213740,1,0,0,0,2.55E-07,181644,2.65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,0xad74d8172f9f630fab6ee60dbf08bcde4108738b,0x8014c4b87d6a9754f8e2eedc9e5eedf09b7c30fb,0,1654212540,1,1,0,0,4.83E-14,4025,2.06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,0xcf151c17381bb0774ee946367f019c2a19b340b6,0xad766f887576d260ed89542a9146a7f3ba3d4873,387,1654212242,0,0,0,0,1E+12,34054,3.46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,0x630ac92a7a98a678ca53e87a23396c1c012c4055,0x15270872c3437fe98b860c7688169c077e0204ee,256,1654211223,1,0,0,0,1.45E-06,5766,3.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,0x2e8ba8736d90ed74cbe7b5b4538157895ec2b270,0x91b98bc9b748d6b087e89aebe97beeab275943ec,297,1654210561,1,1,0,0,1.00E-18,20362,11.28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,0xc02d52dd7d456ede7f85f897329693c1c8036fcc,0xc4c336c9da49dd5c9fd00e5de91a0bf8608c363d,4354,1654208341,1,1,0,0,0,354534,53.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,0x014decd6c0f54f14c13510dee194f01c719086ae,0x9b99680ea053eb31bdf1bab269deedacf674e388,0,1654207083,1,1,0,0,1.00E-18,9904,5.52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,0x04e5e1a11f92be3560bf58a76723e6fe4dc09abd,0x45e2d2a1eff7efed0f26165aafbf2de2c903d855,1418,1654206601,0,0,0,0,6.611103213,7170,6.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,0x083f5a19e1fc2287cdb253b190afe837660979d9,0x459508e18749e3808cd057ba706a1b5b50f1d0d7,1,1654205041,1,1,0,0,3.90E-17,2705,1.53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,0x95407c78d6b088b06ca70bd144727ed0028ae3b6,0xba4c1a684ca0f3a5c177fa5d24d7142420e46a2b,63,1654204381,1,1,0,0,5.07E-16,3561,2.31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,0xaed657fa86e651b2eb7c731af344db13c8547356,0x5e89f058f835217592df72486ea6eb046b6c0761,10,1654203783,1,0,0,0,0.000281341,5386,2.95,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,0x2af494d321c8a6bbe71fcc4dbf08266ef77a1edd,0xf396f3e7c106d2f1adb2a3a031b6400bc8db7985,239,1654289940,1,0,0,0,0.02125454,7568,3.72,,3709,650,246,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,0xa207b975e63046187c07825152ef209787c07e95,0x5b9c5436d5b5e26af87c0d926738580fc201138c,154,1654289285,0,0,0,0,8.109611395,26779,9.52,,915,1233,2629,246,597,479,246,992,389,175,175,394,0,351,175,5620,7901,8996,10966,0,46,14,5
539,0x553a9f5fe3c525bf58de390b5069c8afe1173c41,0xa4c808e0a911b4260964378a86556863d8d67b8a,23,1654289280,1,1,0,0,6.90E-17,3578,2.03,,52,0,0,87,0,87,87,0,158,0,0,0,0,0,0,139,471,471,0,0,23,23,23
540,0xd957c93aa383aff5c5fc01bbbd8159c2dc3945de,0xd6bf74944d01bd2a4299d05f27ffd3a5cc9a3963,28673,1654288865,1,1,0,0,5.85E-13,17772,7.05,,272,0,0,0,657,521,0,1826,732,87,0,17,2067,0,175,929,4095,6354,11966,0,25736,16586,13152
541,0xd3b327006a1b54020910a362feb21023bf61edf5,0x5ccf1075bfc6c42b96e2e1b3bb1eb1e64b863e35,1189,1654287483,1,1,0,0,1.78E-11,3976,2.03,,307,273,4821,2302,1546,6207,0,979,3646,263,1125,1062,547,689,17,9249,20344,23784,25287,0,0,245,309
542,0x9ed6e50faa8472198984436aa39d622e838164b0,0xa3e0268685a641ad4d07efc160d8ee02829e2d8f,378,1654285800,1,0,0,0,0.001254459,3543,2.13,,781,422,2473,271,122,0,1932,1300,0,0,0,0,0,0,98,4069,7301,7399,0,0,5,20,13156
543,0xd2f069232a2daa7b9d934ac6ce02b8c62f4f8113,0x041b52a6a690efd9412e64034446b903b90728cd,39,1654284301,1,1,0,0,1.74E-14,4335,2.3,,272,98,50,52,50,54,0,0,55,332,205,51,0,52,53,522,963,1324,0,0,10,13,9
544,0x3db72bd63e2b7ccca15227528f9225163e947a19,0x492385b2f4a54bc8e29e32086004ae5ee3ec35bb,75,1654284242,1,1,0,0,1.00E-18,8767,5,,349,87,0,113,183,174,0,60,402,87,0,0,0,0,0,732,1455,1455,0,0,55,32,45
545,0x9f0eb60b9af46dff943cff4edcb59de9a8e7794b,0x49b9000ae72d52384ebfc66c7eb6471e250c596a,0,1654282863,1,0,0,0,3.11E-07,5453,3.02,,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,0x955e863e58368a083a95833cf412f374a58aef11,0x7c6def6e7929579271ac6d8a2c2108959106a837,3,1654282620,1,0,0,0,0.001703622,3095,1.75,,87,0,0,0,0,0,0,0,0,17,0,0,0,0,0,87,104,104,0,0,3,0,3
547,0x8f85914f275ad0acf11a76a1ac1b34f97a97062c,0x5e40c86716b4d84893fcbca5a550ea46b753bfe7,376,1654282383,0,0,0,0,16.64295291,32878,15.02,,32,0,34,761,15653,10940,4142,12714,3705,2682,2795,1315,0,1938,497,16480,50663,57208,64369,0,189,61,88
548,0xc21670e17bb0337eb23c755137148d9cf2f4f2e0,0x2aa7defa39d5da27846abe092586c1ab3df1d5a9,276,1654280580,1,1,0,0,8,11775,2.35,,618,527,349,1404,776,677,52,1699,0,0,0,310,0,424,0,3674,6102,6836,7479,0,25,53,53
549,0x938d283aa9359f02976ae91474a0a5272da93c45,0x71f655122066d67b324ade1e6959c45fcd8efcad,8,1654277884,1,1,0,0,1.00E-18,23058,13.1,,175,175,403,0,175,210,0,0,0,0,0,0,0,0,0,928,0,0,0,0,1,0,0
550,0x6047e101aaa9ab9b02fe5cbc1dd03c2c7c8516be,0x0714546dfa2a0a9d7f04ec12056a79878a8fbaf1,65,1654277641,0,0,0,0,1.366612904,1558,0.89,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,0x72a7ad698513691fc309f6d8d1a4e4ce99bd8d67,0x4bc916ec27ffa9bec1d5a8c43e9fa5954627cade,9,1654276621,1,1,0,0,1.00E-18,1512,0.86,,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,15,32,32,0,0,9,9,9
552,0xbcad3384c6bf8652ac9e9ead13f7cf43b0bb006c,0x137d29f5c68503edac86d6a4d601eeb724cd8e7c,7,1654275840,1,0,0,0,3.18E-07,5461,3.1,,175,87,0,0,52,0,0,0,0,0,0,0,0,0,0,314,314,314,0,0,0,1,1
553,0x3b66eb7f0394130914b341b7b628d83fc231a089,0xf7621b21f7b5e1d4871a0b8684119a213737951b,8,1654275365,1,1,0,0,1.00E-18,1996,1.13,,59,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,0xe1f9e817f324520fb85b304522d2c17d83525c00,0xaf5a29bc9dd6698f0f66a41eafbd36f00b2529c8,23,1654275064,1,1,0,0,2.40E-17,2630,1.49,,77,36,83,87,0,0,81,0,25,0,0,0,0,0,0,283,0,0,0,0,6,0,0
555,0xae9506807140c74676b10f8fdba6db85c9becf42,0xe8d40be835b647859851c9a2a84f2983ba837da8,15,1654275005,1,1,0,0,2.00E-18,17957,10.2,,351,0,0,35,0,0,0,150,351,526,87,0,0,0,0,386,0,0,0,0,15,3,0
556,0x7a28b84a60b1ac9d4dc49f14dfbafa628c1b4ca3,0x219dd679a9c0d67e3624605e315915e349a67555,14,1654272602,1,1,0,0,1.00E-18,35602,20.15,,264,176,105,0,0,474,193,0,439,0,74,461,52,0,0,545,1651,2238,0,0,12,9,7
557,0xcf6401fd7c15d2f1a6c26488c50c4aa2cf2b717d,0xa19154515e5fd070e0e6ff198af062894802a2f7,415,1654270145,0,0,0,0,0.831938634,2084,1.18,,200,436,416,1183,0,0,0,538,0,176,0,0,88,0,0,2235,2949,3037,4813,0,44,4,44
558,0xedeb5a159c6e79627ce4cde7f2197d3a4668e6de,0x25343b909d5528f13bb31b4f2708bb0ebf8d1670,949,1654267741,1,1,0,0,2.60E-14,2176,1.11,,190,639,241,389,511,281,0,272,1054,268,528,526,825,1169,509,1970,3845,7402,10145,0,173,238,49
559,0xc05b343c2fe063ac9e1ca6dfb79bb6e8c1ca2114,0x0bd77d3fec9ae71f4263b06928c8d87dafbe2c02,144,1654266362,0,0,0,0,9.90685E+13,3089,1.74,,61,0,87,35,0,65,139,927,175,0,0,0,193,0,0,183,1489,1682,2342,0,133,131,80
560,0x0d20e86abab680c038ac8bbdc1446585e67f8951,0xbb9300f467ba73a35002ddedd27b1bf1210822a4,0,1654265524,1,1,0,0,0,13681,1.2,,352,0,0,0,0,0,0,0,0,0,0,0,0,0,349,352,352,701,0,0,0,0,0
561,0x060dd38e3f71bb6a9c3f77fa35b99d5771169930,0xc1884258e346402c7bb22603c52ef98f57a3a935,44,1654262460,1,1,0,0,7.40E-06,6011,3.3,,528,107,87,0,0,78,0,0,0,0,0,0,0,35,0,722,800,835,0,0,23,23,23
562,0xef291fc0c235a02e63a00691e9f4ee5fb5433e5b,0x0673dbff104d63e4408908365ffa1990753c53f8,9,1654262285,1,1,0,0,2.16E-14,4119,2.13,,154,166,0,0,0,0,0,0,279,0,0,0,0,0,0,320,0,0,0,0,0,0,0
563,0xc323c49996e02d2e1b98b665b488dc624bad2b09,0xa3e6059b5f18205a1cc4122b999fa3b59c9d8560,50,1654259825,1,1,0,0,2.30E-17,3335,1.85,,887,70,0,207,176,373,0,528,0,0,156,0,0,0,0,1340,2241,2397,2635,0,11,17,11
564,0x28ff3f5674d498a40525c34b8510154abffe7744,0x4726814e3dce331a5cd9b7211fd6cacf3204500e,10,1654258985,1,1,0,0,9.62E-16,14467,4.08,,356,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,0x2eecb20df51dc76d05afcf1270c73a2ff1035388,0xb05e19a28e4d13eeae507eaf6572e3a1c5d8f774,491,1654258022,1,1,0,0,1.80E-17,883474,300.1,,176,0,2497,0,0,0,0,0,0,0,0,0,0,0,0,2673,2673,2673,18811,0,491,491,491
566,0x0d3029d85a77f7ae1ac57c078050951d7e469883,0xa8a2a92728cebc4e845a0a4ca3baeea9849469dd,2248,1654257602,0,0,0,0,2.310156854,4436,2.22,,320,0,0,297,218,123,0,176,176,0,0,526,0,87,264,835,1310,2187,6400,0,1550,1422,853
567,0x3afcfebc6d58dc6042bd039a6c53aec1a924fb0e,0xf5ba97dc10ce7c40d70d6da6d01c90f18c3b894d,36,1654257481,1,1,0,0,7.00E-18,58599,33.2,,351,196,351,878,0,1554,17,616,0,352,43,105,1223,0,255,1776,4315,5941,9110,0,31,18,12
568,0xd77f449ac6e956b6a31fa32b426307c36904054b,0x38c1d1d8db144331826fab13dfa21bf50320531b,175,1654255622,0,0,0,0,92.73511999,3690,2.01,,297,0,144,189,52,87,319,273,105,91,263,817,52,63,0,682,1557,2752,5176,0,120,46,12
569,0x28a119f7cac253042223004d5a6829d2322c5de3,0x4a0be58308bfed56f3b652cb4273ee59ee5a58d4,1366,1654252741,0,0,0,0,1.646723133,2514,1.55,,1083,1198,600,129,803,193,264,282,1111,415,289,683,1080,1031,576,3813,6078,9737,16217,0,193,38,59
570,0xe8acb3fd89dfed98caa60019a6b7c6ae958575b6,0x2cc17767dc6ac3e73715731c1395e5780ee5aac5,41,1654251485,0,0,0,0,10000000082,6378,3.55,,89,89,429,53,214,98,250,16,0,0,0,0,71,0,0,874,0,0,0,0,13,0,0
571,0x8865ec53f5161f4d74b11f56ca5b9acaaa6c6fcb,0x94320792ceff8031b3293d7b7ebc06e7c8352ce2,731,1654248904,0,0,0,0,7.008362652,4041,2.24,,119,0,42,0,0,0,43,0,0,0,0,0,44,0,0,161,204,248,477,0,716,683,716
572,0x22457ee6dc048ad2c3c196cf74410b16e966e034,0x542d5fb0f010d14bb28d4ee59f14fc80fcaf3f69,371,1654248243,0,0,0,0,1.302134251,2067,1.23,,225,1233,187,436,134,0,202,0,153,262,0,179,0,187,0,2215,2832,3198,4842,0,24,10,10
573,0x24dc74e1540a48d873415d3d0973400a9f10deda,0x031cc36fabbbf509ed913be99cf1e566ebfb846b,3407,1654241344,1,1,0,0,1.36E-15,1893,1.05,,191,221,126,588,90,235,130,0,0,288,18,0,72,0,0,1216,1869,1959,2965,0,1184,949,949
574,0x93d17e8a5cead2d7d7462162dcc0e62afe881971,0x00c8b64556fe9fd9a2f3d80d0c377c71d3fbd06d,188,1654237985,1,0,0,0,0.001407209,3266,1.6,,273,0,0,0,91,0,0,45,0,109,0,91,345,0,1882,364,518,2836,0,0,136,113,29
575,0xdd2c4df4dbbd1be534394548a61518d0b19e2d6a,0x91c2936936986660f2df38e81d3d9faf03da73ea,28,1654235824,0,0,0,0,87912,4532,2.18,,547,0,0,364,0,0,0,0,0,0,0,0,0,0,0,911,911,911,0,0,28,28,28
576,0x37af9d32562acb48a5efc4b203aa4836bbe202d7,0xde56f2e749292a4b9aec55a92db03ef1980d93d2,147,1654233962,1,1,0,0,3.00E-18,6504,3.1,,182,72,164,100,0,291,54,0,364,204,36,18,25,0,364,518,1431,1874,0,0,116,65,43
577,0x421870ce963ee1e31fe3227c4d53254d1eef8766,0xb957e2ef710e03efad86408054f8e62783c19cc0,350,1654231443,0,0,0,0,3.590131632,6898,4.05,,675,583,365,511,346,219,1014,584,826,639,72,2198,0,0,1112,2480,5762,9144,14440,0,163,42,16
578,0x936cd6dc3dffd1c5bf13a857590c19e482127ed3,0xd08f86628e9d5fc553f99d053a5229ef67f3d6d0,2235,1654227721,0,0,0,0,2.652512887,2869,1.84,,619,841,849,523,913,0,283,36,274,0,384,274,256,0,0,3745,4338,5252,7029,0,446,331,268
579,0xe8e239836f8be5896568a34dddb2a8f251721c0b,0x8017824438d6ffdc87efa6418199cb80cf2d42b4,849,1654227603,1,1,0,0,1.50E-13,8290,3.48,,1973,2719,3595,1446,750,641,640,1463,183,0,0,0,0,0,0,10483,0,0,0,0,42,0,0
580,0xcb0284436c7c33627fa92860bee9f53065cfa5ea,0xc752a4a52511a4704c8cb4e43e01b432e0666d6c,192,1654225561,0,0,0,0,10000027476,5929,3.1,,177,576,831,0,597,361,332,0,0,275,774,366,366,915,443,2181,3149,6013,0,0,61,45,0
581,0x9de5e39dff45bbac20ab864fbc3a6882d70287b3,0x703e4fbc5931fb85369687e2ac8df3a313f545c6,579,1654221121,1,1,0,0,1.91E-14,2662,1.01,,26,53,421,1939,206,91,151,180,1368,224,67,121,190,110,111,2645,4659,5258,0,0,25,80,177
582,0x78e7519e7ecbb0c1b7f1588fd4f881afe3ccdc51,0x6fc853c5bf5ddc80852adc8cae41260ea0d5215b,1495,1654220705,1,1,0,0,1.00E-18,10469,5.52,,35,543,7020,3220,2032,849,235,0,474,604,1488,91,407,0,0,12850,15012,16998,19543,0,377,328,321
583,0x6b624b59055d60f1bc91e3242fb621c477cd35e4,0xafc536d2b2e94a26aab8085eaa5ad22a152edbb9,91,1654218845,1,1,0,0,1.00E-18,1870,1.02,,71,36,458,0,58,0,54,0,0,91,0,0,0,0,0,623,0,0,0,0,14,3,0
584,0x483a9b79b61ffce97aa1fa6cd52fca3a702c43a4,0xac6aec096951467817d2d622d82c27e30d27eb0e,609,1654218301,1,0,0,0,0.000223322,4924,2.5,,2631,0,274,18,17,0,0,0,328,27,219,0,246,0,2334,2940,3295,6094,8039,0,498,421,273
585,0x0a319b99c7da0e61e05b1c46be4765eae4ead289,0x499bc6eaa0b472bcb4bcbad7b4136e47beee9b4a,19,1654218122,1,1,0,0,6.13E-14,5681,3.1,,182,0,0,0,0,182,0,292,0,0,0,0,0,0,0,182,0,0,0,0,19,0,0
586,0x3cbc2eb990c9b761d647b952e0206157c97fc365,0x999f52b717fe0e1de98694064b8e8c8611e6f061,75,1654217643,1,1,0,0,4.78E-14,4579,2.25,,503,237,299,100,109,0,0,0,674,0,0,0,0,0,0,1248,0,0,0,0,0,0,0
587,0x068573b393290cd93731fcc6bdfb6422b6b8f83d,0x58ac4a2cc07452bc343be79e8f063eb5719cdeb4,1263,1654217161,1,0,0,0,0.000460389,24903,8.01,,1305,0,548,3695,0,8148,0,3947,0,275,1525,18,1369,588,5348,5548,17918,26766,42901,0,1015,592,348
588,0x60e2b2b1faa27098c747496f68544bf2a63ee4d0,0x2af03b7906b375aa1c162af631cb079706b17f46,0,1654127885,1,1,0,0,0.03,3687,1.11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,0xe96f1238397f665d7f350724d354809f86cebd87,0x8cfd032280ae41bc74ced2a8b71e8d5c341af083,10,1654127702,1,1,0,0,2.10E-17,4109,2.23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,0xd48e250e49594e8131c3e3439610c404fcf38877,0xbf76bd2e6ec5fdbaaed91797ae523e0005eaceae,592,1654126083,0,0,0,0,9.02423E+11,9499,5.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,0x5c465caf7b9f69819a3220be7258760b28bf0397,0x4d4dbdf42d630cb035a031028c2eeeb7c41c3983,625,1654125905,0,0,0,0,3.170422264,5858,5.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,0x8597a62b1b91a3fde1cc96806dbc4abb9ea36cd4,0xcf2397d39187d59927414190bea522107248208b,29,1654123625,1,1,0,0,1.00E-18,17327,8.13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,0xedca0704a89f441d5c61f74acfddfdffeca1a6fe,0x852d554a2a64a0034df302f177d40de27c4ea72e,540,1654122545,0,0,0,0,77755589.46,1411,0.77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,0x38dab37c496400d51b723b831a301723e01b7597,0x0dadbb55cf061aba0f6a432f3d8b7c363b2fa740,25,1654122244,1,1,0,0,4.97E-14,3517,1.91,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,0xbb3530ac51ded9c48bb74da82e803cfa334500ea,0x04186c9034773039f623aa014cce615571a0d4c9,448,1654121765,1,1,0,0,1.00E-18,411334,4.38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
